country,indicator,year_week,cumulative_count,weekly_count
Canada,cases,2020-01,0,
Canada,cases,2020-02,0,0.0
Canada,cases,2020-03,0,0.0
Canada,cases,2020-04,1,1.0
Canada,cases,2020-05,4,3.0
Canada,cases,2020-06,7,3.0
Canada,cases,2020-07,8,1.0
Canada,cases,2020-08,9,1.0
Canada,cases,2020-09,24,15.0
Canada,cases,2020-10,62,38.0
Canada,cases,2020-11,304,242.0
Canada,cases,2020-12,1430,1126.0
Canada,cases,2020-13,6255,4825.0
Canada,cases,2020-14,15496,9241.0
Canada,cases,2020-15,24365,8869.0
Canada,cases,2020-16,34777,10412.0
Canada,cases,2020-17,46884,12107.0
Canada,cases,2020-18,59474,12590.0
Canada,cases,2020-19,68848,9374.0
Canada,cases,2020-20,76991,8143.0
Canada,cases,2020-21,84688,7697.0
Canada,cases,2020-22,90936,6248.0
Canada,cases,2020-23,95688,4752.0
Canada,cases,2020-24,98776,3088.0
Canada,cases,2020-25,101326,2550.0
Canada,cases,2020-26,103239,1913.0
Canada,cases,2020-27,105524,2285.0
Canada,cases,2020-28,107579,2055.0
Canada,cases,2020-29,110338,2759.0
Canada,cases,2020-30,113898,3560.0
Canada,cases,2020-31,116870,2972.0
Canada,cases,2020-32,119451,2581.0
Canada,cases,2020-33,122087,2636.0
Canada,cases,2020-34,124896,2809.0
Canada,cases,2020-35,127940,3044.0
Canada,cases,2020-36,131895,3955.0
Canada,cases,2020-37,136659,4764.0
Canada,cases,2020-38,143649,6990.0
Canada,cases,2020-39,153125,9476.0
Canada,cases,2020-40,166156,13031.0
Canada,cases,2020-41,178117,11961.0
Canada,cases,2020-42,198148,20031.0
Canada,cases,2020-43,216104,17956.0
Canada,cases,2020-44,236841,20737.0
Canada,cases,2020-45,264113,27272.0
Canada,cases,2020-46,296077,31964.0
Canada,cases,2020-47,330503,34426.0
Canada,cases,2020-48,370278,39775.0
Canada,cases,2020-49,415182,44904.0
Canada,cases,2020-50,460743,45561.0
Canada,cases,2020-51,515314,54571.0
Canada,cases,2020-52,552020,36706.0
Canada,cases,2020-53,601663,49643.0
Canada,cases,2021-01,668181,66518.0
Canada,cases,2021-02,715072,46891.0
Canada,cases,2021-03,753011,37939.0
Canada,cases,2021-04,783589,30578.0
Canada,cases,2021-05,808120,24531.0
Canada,cases,2021-06,826924,18804.0
Canada,cases,2021-07,849517,22593.0
Canada,cases,2021-08,870033,20516.0
