year_week,work_red
2020-07,
2020-08,1.0172285714285716
2020-09,1.0057714285714288
2020-10,1.0609857142857142
2020-11,0.9946
2020-12,0.10185714285714287
2020-13,0.06188571428571428
2020-14,0.06471428571428571
2020-15,0.03252857142857143
2020-16,0.07141428571428572
2020-17,0.07310000000000001
2020-18,0.06964285714285715
2020-19,0.09795714285714284
2020-20,0.11272857142857139
2020-21,0.13072857142857144
2020-22,0.16702857142857147
2020-23,0.19114285714285714
2020-24,0.2090285714285714
2020-25,0.23187142857142856
2020-26,0.2361142857142857
2020-27,0.24694285714285713
2020-28,0.2734285714285714
2020-29,0.29171428571428576
2020-30,0.30105714285714286
2020-31,0.27064285714285713
2020-32,0.30258571428571435
2020-33,0.3121285714285715
2020-34,0.3298285714285715
2020-35,0.3532285714285714
2020-36,0.35155714285714285
2020-37,0.3601142857142858
2020-38,0.3916
2020-39,0.38624285714285717
2020-40,0.40792857142857136
2020-41,0.4171142857142857
2020-42,0.4319714285714286
2020-43,0.44901428571428553
2020-44,0.47229999999999983
2020-45,0.466342857142857
2020-46,0.4781714285714284
2020-47,0.5001857142857142
2020-48,0.5144285714285713
2020-49,0.5350857142857143
2020-50,0.5081142857142857
2020-51,0.5691714285714287
2020-52,0.31612857142857137
2020-53,0.3096142857142857
2021-01,0.5225714285714285
2021-02,0.4553714285714285
2021-03,0.4319714285714286
2021-04,0.4548857142857141
2021-05,0.32178571428571434
2021-06,0.34487142857142855
2021-07,0.3550428571428572
2021-08,0.38100000000000006
2021-09,0.43755714285714287
2021-10,0.44711428571428563
2021-11,0.46058571428571415
2021-12,0.4742571428571427
2021-13,0.24642857142857144
2021-14,0.4801285714285713
2021-15,0.4900857142857143
2021-16,0.5041857142857141
2021-17,0.5311714285714285
2021-18,0.5352571428571429
2021-19,0.5247857142857143
2021-20,0.5649142857142858
2021-21,0.591057142857143
2021-22,0.6019285714285715
2021-23,0.6065571428571429
2021-24,0.6040857142857144
2021-25,0.5979
