year_week,work_red
2020-07,1.0272
2020-08,1.1117285714285714
2020-09,1.1285642857142855
2020-10,1.1499214285714285
2020-11,0.8590071428571427
2020-12,0.4487357142857142
2020-13,0.2847928571428572
2020-14,0.26349285714285714
2020-15,0.2645642857142857
2020-16,0.24471428571428575
2020-17,0.27554999999999996
2020-18,0.2784214285714286
2020-19,0.3629785714285713
2020-20,0.42913571428571434
2020-21,0.5398642857142857
2020-22,0.57045
2020-23,0.6302285714285712
2020-24,0.5843642857142857
2020-25,0.6525571428571428
2020-26,0.6228999999999999
2020-27,0.5779642857142857
2020-28,0.6090571428571429
2020-29,0.6134928571428571
2020-30,0.5990857142857141
2020-31,0.5851499999999998
2020-32,0.5648428571428571
2020-33,0.5736571428571428
2020-34,0.5574642857142857
2020-35,0.5295714285714285
2020-36,0.6122071428571428
2020-37,0.6213071428571428
2020-38,0.6889428571428571
2020-39,0.6799214285714286
2020-40,0.7130857142857144
2020-41,0.7132357142857142
2020-42,0.5839857142857144
2020-43,0.6157357142857143
2020-44,0.5699642857142857
2020-45,0.6461285714285715
2020-46,0.5845142857142858
2020-47,0.5893714285714287
2020-48,0.6081500000000001
2020-49,0.6538857142857143
2020-50,0.6444142857142859
2020-51,0.6747571428571428
2020-52,0.5766571428571429
2020-53,0.3484428571428571
2021-01,0.2813
2021-02,0.5468214285714286
2021-03,0.4046
2021-04,0.6154285714285715
2021-05,0.6249857142857145
2021-06,0.5456285714285716
2021-07,0.6316642857142859
2021-08,0.6653928571428572
2021-09,0.6711857142857144
2021-10,0.5679857142857144
2021-11,0.6048285714285715
2021-12,0.5006357142857143
2021-13,0.5165071428571429
2021-14,0.44838571428571444
2021-15,0.4652785714285714
2021-16,0.5049857142857143
2021-17,0.46742142857142854
2021-18,0.4528928571428571
2021-19,0.6274071428571428
2021-20,0.7497
2021-21,0.73695
2021-22,0.6753285714285716
2021-23,0.6581642857142856
2021-24,0.6071928571428572
2021-25,0.5175714285714285
