year_week,oth_red
2020-07,1.09468125
2020-08,1.1157875
2020-09,1.1006392857142857
2020-10,1.2496964285714287
2020-11,0.9650428571428572
2020-12,0.43328928571428565
2020-13,0.2190071428571429
2020-14,0.20739285714285713
2020-15,0.2170142857142857
2020-16,0.20803749999999996
2020-17,0.215875
2020-18,0.28048749999999995
2020-19,0.31386964285714286
2020-20,0.44549464285714285
2020-21,0.5001410714285714
2020-22,0.5626125000000001
2020-23,0.7565142857142856
2020-24,0.790230357142857
2020-25,0.8443732142857144
2020-26,0.8431732142857143
2020-27,0.8341821428571431
2020-28,0.8592607142857142
2020-29,0.8812482142857141
2020-30,0.867810714285714
2020-31,0.8687839285714285
2020-32,0.8942874999999999
2020-33,0.8988017857142856
2020-34,0.877732142857143
2020-35,0.9081142857142857
2020-36,0.9464267857142855
2020-37,0.9569053571428571
2020-38,0.9294410714285712
2020-39,0.8798446428571429
2020-40,0.8817696428571428
2020-41,0.8830910714285715
2020-42,0.8174803571428572
2020-43,0.8239714285714285
2020-44,0.7210999999999999
2020-45,0.7190553571428572
2020-46,0.6216946428571427
2020-47,0.6065232142857144
2020-48,0.6446428571428571
2020-49,0.6699964285714285
2020-50,0.6142857142857144
2020-51,0.7459999999999999
2020-52,0.7481874999999999
2020-53,0.6786607142857143
2021-01,0.4495642857142857
2021-02,0.3536964285714285
2021-03,0.34332321428571433
2021-04,0.6138803571428574
2021-05,0.5936535714285714
2021-06,0.5706553571428572
2021-07,0.6221035714285715
2021-08,0.7030375
2021-09,0.7611196428571426
2021-10,0.6465500000000001
2021-11,0.6475375
2021-12,0.5456107142857144
2021-13,0.5730267857142858
2021-14,0.49705892857142864
2021-15,0.4988928571428572
2021-16,0.5582678571428571
2021-17,0.5839107142857143
2021-18,0.7034303571428572
2021-19,0.9429500000000001
2021-20,0.9640767857142858
2021-21,0.9719660714285714
2021-22,0.9783696428571428
2021-23,1.0196642857142855
2021-24,0.9849464285714286
2021-25,0.9062892857142859
