countriesAndTerritories,geoId,countryterritoryCode,cases,deaths,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,date
Italy,IT,ITA,163,56,60359546.0,Europe,6.72138919,2020-06-13
Italy,IT,ITA,346,78,60359546.0,Europe,6.60541748,2020-06-14
Italy,IT,ITA,338,44,60359546.0,Europe,6.57725292,2020-06-15
Italy,IT,ITA,301,26,60359546.0,Europe,6.78103179,2020-06-16
Italy,IT,ITA,210,34,60359546.0,Europe,6.602104,2020-06-17
Italy,IT,ITA,328,43,60359546.0,Europe,6.61370117,2020-06-18
Italy,IT,ITA,331,66,60359546.0,Europe,6.86883894,2020-06-19
Italy,IT,ITA,-148,47,60359546.0,Europe,5.76545092,2020-06-20
Italy,IT,ITA,264,49,60359546.0,Europe,5.75551049,2020-06-21
Italy,IT,ITA,224,24,60359546.0,Europe,5.80024243,2020-06-22
Italy,IT,ITA,221,23,60359546.0,Europe,5.70249485,2020-06-23
Italy,IT,ITA,113,18,60359546.0,Europe,5.42084926,2020-06-24
Italy,IT,ITA,577,-31,60359546.0,Europe,6.04212629,2020-06-25
Italy,IT,ITA,296,34,60359546.0,Europe,5.90461698,2020-06-26
Italy,IT,ITA,255,30,60359546.0,Europe,6.05703694,2020-06-27
Italy,IT,ITA,175,8,60359546.0,Europe,5.77373461,2020-06-28
Italy,IT,ITA,174,22,60359546.0,Europe,5.50202946,2020-06-29
Italy,IT,ITA,126,6,60359546.0,Europe,5.21210017,2020-06-30
Italy,IT,ITA,142,23,60359546.0,Europe,5.09944193,2020-07-01
Italy,IT,ITA,182,21,60359546.0,Europe,4.85755807,2020-07-02
Italy,IT,ITA,201,30,60359546.0,Europe,4.64218203,2020-07-03
Italy,IT,ITA,223,15,60359546.0,Europe,5.25683212,2020-07-04
Italy,IT,ITA,235,21,60359546.0,Europe,5.20878669,2020-07-05
Italy,IT,ITA,192,7,60359546.0,Europe,5.15577105,2020-07-06
Italy,IT,ITA,208,8,60359546.0,Europe,5.13423345,2020-07-07
Italy,IT,ITA,137,30,60359546.0,Europe,5.17399518,2020-07-08
Italy,IT,ITA,193,15,60359546.0,Europe,4.53780749,2020-07-09
Italy,IT,ITA,214,12,60359546.0,Europe,4.40195491,2020-07-10
Italy,IT,ITA,276,12,60359546.0,Europe,4.43674643,2020-07-11
Italy,IT,ITA,188,7,60359546.0,Europe,4.45828403,2020-07-12
Italy,IT,ITA,234,9,60359546.0,Europe,4.55768836,2020-07-13
Italy,IT,ITA,169,13,60359546.0,Europe,4.62892812,2020-07-14
Italy,IT,ITA,114,17,60359546.0,Europe,4.58253944,2020-07-15
Italy,IT,ITA,162,13,60359546.0,Europe,4.54940466,2020-07-16
Italy,IT,ITA,230,20,60359546.0,Europe,4.59745009,2020-07-17
Italy,IT,ITA,231,11,60359546.0,Europe,4.610704,2020-07-18
Italy,IT,ITA,249,14,60359546.0,Europe,4.63389834,2020-07-19
Italy,IT,ITA,218,3,60359546.0,Europe,4.67697355,2020-07-20
Italy,IT,ITA,190,13,60359546.0,Europe,4.64715225,2020-07-21
Italy,IT,ITA,128,15,60359546.0,Europe,4.6322416,2020-07-22
Italy,IT,ITA,280,9,60359546.0,Europe,4.77637787,2020-07-23
Italy,IT,ITA,306,10,60359546.0,Europe,4.92879784,2020-07-24
Italy,IT,ITA,252,5,60359546.0,Europe,4.88903611,2020-07-25
Italy,IT,ITA,274,5,60359546.0,Europe,5.03151564,2020-07-26
Italy,IT,ITA,254,5,60359546.0,Europe,5.06465042,2020-07-27
Italy,IT,ITA,168,5,60359546.0,Europe,5.06299368,2020-07-28
Italy,IT,ITA,202,11,60359546.0,Europe,5.20878669,2020-07-29
Italy,IT,ITA,288,6,60359546.0,Europe,5.41753578,2020-07-30
Italy,IT,ITA,382,3,60359546.0,Europe,5.66936007,2020-07-31
Italy,IT,ITA,379,9,60359546.0,Europe,5.91455741,2020-08-01
Italy,IT,ITA,295,5,60359546.0,Europe,5.99076739,2020-08-02
Italy,IT,ITA,238,8,60359546.0,Europe,6.02390217,2020-08-03
Italy,IT,ITA,159,12,60359546.0,Europe,5.97254327,2020-08-04
Italy,IT,ITA,190,5,60359546.0,Europe,6.07526107,2020-08-05
Italy,IT,ITA,384,10,60359546.0,Europe,6.2475619,2020-08-06
Italy,IT,ITA,401,6,60359546.0,Europe,6.40495208,2020-08-07
Italy,IT,ITA,552,3,60359546.0,Europe,6.90197372,2020-08-08
Italy,IT,ITA,347,13,60359546.0,Europe,7.02291565,2020-08-09
Italy,IT,ITA,463,2,60359546.0,Europe,7.36917405,2020-08-10
Italy,IT,ITA,259,4,60359546.0,Europe,7.51993728,2020-08-11
Italy,IT,ITA,412,6,60359546.0,Europe,7.86785242,2020-08-12
Italy,IT,ITA,476,10,60359546.0,Europe,8.17931931,2020-08-13
Italy,IT,ITA,522,6,60359546.0,Europe,8.41126274,2020-08-14
Italy,IT,ITA,574,3,60359546.0,Europe,8.7343268,2020-08-15
Italy,IT,ITA,629,158,60359546.0,Europe,9.28767754,2020-08-16
Italy,IT,ITA,477,4,60359546.0,Europe,9.68363811,2020-08-17
Italy,IT,ITA,320,4,60359546.0,Europe,9.95037305,2020-08-18
Italy,IT,ITA,401,5,60359546.0,Europe,10.29994493,2020-08-19
Italy,IT,ITA,642,7,60359546.0,Europe,10.72738354,2020-08-20
Italy,IT,ITA,840,6,60359546.0,Europe,11.45469186,2020-08-21
Italy,IT,ITA,947,9,60359546.0,Europe,12.10910367,2020-08-22
Italy,IT,ITA,1071,3,60359546.0,Europe,13.30858254,2020-08-23
Italy,IT,ITA,1209,7,60359546.0,Europe,14.54450966,2020-08-24
Italy,IT,ITA,953,4,60359546.0,Europe,15.69428637,2020-08-25
Italy,IT,ITA,876,4,60359546.0,Europe,16.46301316,2020-08-26
Italy,IT,ITA,1366,13,60359546.0,Europe,17.93751066,2020-08-27
Italy,IT,ITA,1409,5,60359546.0,Europe,19.40703795,2020-08-28
Italy,IT,ITA,1460,9,60359546.0,Europe,20.8749085,2020-08-29
Italy,IT,ITA,1444,1,60359546.0,Europe,22.2251506,2020-08-30
Italy,IT,ITA,1365,4,60359546.0,Europe,23.69633463,2020-08-31
Italy,IT,ITA,996,6,60359546.0,Europe,24.81629004,2020-09-01
Italy,IT,ITA,975,8,60359546.0,Europe,25.76725809,2020-09-02
Italy,IT,ITA,1326,6,60359546.0,Europe,26.90046741,2020-09-03
Italy,IT,ITA,1397,10,60359546.0,Europe,27.8232709,2020-09-04
Italy,IT,ITA,1732,11,60359546.0,Europe,29.12381084,2020-09-05
Italy,IT,ITA,1694,16,60359546.0,Europe,30.15595909,2020-09-06
Italy,IT,ITA,1296,7,60359546.0,Europe,30.30009537,2020-09-07
Italy,IT,ITA,1150,12,60359546.0,Europe,30.6264729,2020-09-08
Italy,IT,ITA,1369,10,60359546.0,Europe,31.44324512,2020-09-09
Italy,IT,ITA,1430,14,60359546.0,Europe,31.5492764,2020-09-10
Italy,IT,ITA,1597,10,60359546.0,Europe,31.86074329,2020-09-11
Italy,IT,ITA,1616,10,60359546.0,Europe,32.11919453,2020-09-12
Italy,IT,ITA,1501,6,60359546.0,Europe,32.21362864,2020-09-13
Italy,IT,ITA,1456,7,60359546.0,Europe,32.36439187,2020-09-14
Italy,IT,ITA,1008,14,60359546.0,Europe,32.38427274,2020-09-15
Italy,IT,ITA,1229,9,60359546.0,Europe,32.80508439,2020-09-16
Italy,IT,ITA,1452,12,60359546.0,Europe,33.01383347,2020-09-17
Italy,IT,ITA,1583,13,60359546.0,Europe,33.32198688,2020-09-18
Italy,IT,ITA,1907,10,60359546.0,Europe,33.61191617,2020-09-19
Italy,IT,ITA,1637,24,60359546.0,Europe,33.51748206,2020-09-20
Italy,IT,ITA,1587,15,60359546.0,Europe,33.99959304,2020-09-21
Italy,IT,ITA,1350,17,60359546.0,Europe,34.33094079,2020-09-22
Italy,IT,ITA,1391,14,60359546.0,Europe,34.36738905,2020-09-23
Italy,IT,ITA,1640,20,60359546.0,Europe,34.71530419,2020-09-24
Italy,IT,ITA,1786,23,60359546.0,Europe,35.02842781,2020-09-25
Italy,IT,ITA,1912,20,60359546.0,Europe,35.51882249,2020-09-26
Italy,IT,ITA,1869,17,60359546.0,Europe,36.12850236,2020-09-27
Italy,IT,ITA,1766,17,60359546.0,Europe,36.64209138,2020-09-28
Italy,IT,ITA,1494,16,60359546.0,Europe,37.44726642,2020-09-29
Italy,IT,ITA,1647,24,60359546.0,Europe,38.13978323,2020-09-30
Italy,IT,ITA,1850,19,60359546.0,Europe,38.79916526,2020-10-01
Italy,IT,ITA,2548,24,60359546.0,Europe,40.39791817,2020-10-02
Italy,IT,ITA,2499,23,60359546.0,Europe,41.37870752,2020-10-03
Italy,IT,ITA,2843,27,60359546.0,Europe,43.37673448,2020-10-04
Italy,IT,ITA,2578,18,60359546.0,Europe,45.0185626,2020-10-05
Italy,IT,ITA,2257,16,60359546.0,Europe,46.52122466,2020-10-06
Italy,IT,ITA,2677,28,60359546.0,Europe,48.65179072,2020-10-07
Italy,IT,ITA,3677,31,60359546.0,Europe,52.0265676,2020-10-08
Italy,IT,ITA,4458,22,60359546.0,Europe,56.45337359,2020-10-09
Italy,IT,ITA,5372,28,60359546.0,Europe,62.18568973,2020-10-10
Italy,IT,ITA,5724,29,60359546.0,Europe,68.57241769,2020-10-11
Italy,IT,ITA,5456,26,60359546.0,Europe,74.68578375,2020-10-12
Italy,IT,ITA,4619,39,60359546.0,Europe,79.86309241,2020-10-13
Italy,IT,ITA,5898,41,60359546.0,Europe,86.90588892,2020-10-14
Italy,IT,ITA,7332,43,60359546.0,Europe,95.98813086,2020-10-15
Italy,IT,ITA,8803,83,60359546.0,Europe,106.35103186,2020-10-16
Italy,IT,ITA,10009,55,60359546.0,Europe,118.79314003,2020-10-17
Italy,IT,ITA,10925,47,60359546.0,Europe,132.18290277,2020-10-18
Italy,IT,ITA,11705,69,60359546.0,Europe,147.30395752,2020-10-19
Italy,IT,ITA,9337,73,60359546.0,Europe,159.03366801,2020-10-20
Italy,IT,ITA,10871,89,60359546.0,Europe,172.6089855,2020-10-21
Italy,IT,ITA,15199,127,60359546.0,Europe,191.6979296,2020-10-22
Italy,IT,ITA,16078,136,60359546.0,Europe,210.94923411,2020-10-23
Italy,IT,ITA,19143,91,60359546.0,Europe,233.76418371,2020-10-24
Italy,IT,ITA,19640,151,60359546.0,Europe,256.81936044,2020-10-25
Italy,IT,ITA,21273,128,60359546.0,Europe,283.02399756,2020-10-26
Italy,IT,ITA,17007,141,60359546.0,Europe,303.54767745,2020-10-27
Italy,IT,ITA,21989,221,60359546.0,Europe,330.20626099,2020-10-28
Italy,IT,ITA,24988,205,60359546.0,Europe,359.45764072,2020-10-29
Italy,IT,ITA,26829,217,60359546.0,Europe,389.32201379,2020-10-30
Italy,IT,ITA,31079,199,60359546.0,Europe,424.22949967,2020-10-31
Italy,IT,ITA,31756,297,60359546.0,Europe,458.74102499,2020-11-01
Italy,IT,ITA,29905,208,60359546.0,Europe,488.89367061,2020-11-02
Italy,IT,ITA,22253,233,60359546.0,Europe,510.29210856,2020-11-03
Italy,IT,ITA,28241,353,60359546.0,Europe,539.06966099,2020-11-04
Italy,IT,ITA,30548,352,60359546.0,Europe,564.49894438,2020-11-05
Italy,IT,ITA,34502,428,60359546.0,Europe,595.02269947,2020-11-06
Italy,IT,ITA,37802,446,60359546.0,Europe,625.93578819,2020-11-07
Italy,IT,ITA,39809,425,60359546.0,Europe,659.35055244,2020-11-08
Italy,IT,ITA,32614,331,60359546.0,Europe,678.13962683,2020-11-09
Italy,IT,ITA,25269,356,60359546.0,Europe,691.82760255,2020-11-10
Italy,IT,ITA,35090,580,60359546.0,Europe,713.53253717,2020-11-11
Italy,IT,ITA,32961,623,60359546.0,Europe,726.74171539,2020-11-12
Italy,IT,ITA,37977,636,60359546.0,Europe,745.2110392,2020-11-13
Italy,IT,ITA,40902,550,60359546.0,Europe,761.48518413,2020-11-14
Italy,IT,ITA,37249,544,60359546.0,Europe,770.5856502,2020-11-15
Italy,IT,ITA,33977,546,60359546.0,Europe,777.33189047,2020-11-16
Italy,IT,ITA,27352,504,60359546.0,Europe,785.77960146,2020-11-17
Italy,IT,ITA,32191,731,60359546.0,Europe,792.3237196,2020-11-18
Italy,IT,ITA,34280,753,60359546.0,Europe,798.50666869,2020-11-19
Italy,IT,ITA,36176,653,60359546.0,Europe,801.28004939,2020-11-20
Italy,IT,ITA,37239,699,60359546.0,Europe,800.34730546,2020-11-21
Italy,IT,ITA,34764,692,60359546.0,Europe,791.98905837,2020-11-22
Italy,IT,ITA,28337,562,60359546.0,Europe,784.90318665,2020-11-23
Italy,IT,ITA,22927,630,60359546.0,Europe,781.02310445,2020-11-24
Italy,IT,ITA,23227,853,60359546.0,Europe,761.36921242,2020-11-25
Italy,IT,ITA,25852,722,60359546.0,Europe,749.5914565,2020-11-26
Italy,IT,ITA,29001,822,60359546.0,Europe,734.7205693,2020-11-27
Italy,IT,ITA,28342,827,60359546.0,Europe,713.91193035,2020-11-28
Italy,IT,ITA,26315,686,60359546.0,Europe,695.79714864,2020-11-29
Italy,IT,ITA,20646,541,60359546.0,Europe,673.7111641,2020-11-30
Italy,IT,ITA,16376,672,60359546.0,Europe,655.52679936,2020-12-01
Italy,IT,ITA,19347,785,60359546.0,Europe,634.24764659,2020-12-02
