X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.45810544352547217,0.3281751979274628,0.1636901848218211,0.09259214058402047,0.18991308798233,0.3439120881233581,0.4319321906302567,0.3965260336459332,0.1973539210403176,0.06359499028077707,0.06273541278110464,0.030361472811766935,0.0301111917291989,0.011059036977185589,0.0072627751174859576,0.007555486288152508
0.21257198196199836,0.7251317947496906,0.3586805719493876,0.1542377767249885,0.04652790213772211,0.19839708393246716,0.4350145791921578,0.47810944964104246,0.3869879820198992,0.12191198309098675,0.062298845599129536,0.04546912106043892,0.02262420151456769,0.014496333684241644,0.007187201964979913,0.008414094057940597
0.1007667622886461,0.31622540258215875,1.1678362955731934,0.33919220296982217,0.057386951015184,0.04569297165568232,0.12909152226842432,0.35669933614270866,0.47258595092565037,0.17149252259674683,0.06991936396714009,0.020999761829191395,0.009573538325613976,0.01615577475500545,0.010982767189992962,0.007314377624533011
0.056627346882801056,0.11652301701512023,0.3310777380061948,1.0389376404417183,0.17388437632472892,0.050879473229161934,0.02979587942782124,0.2277173744618437,0.37973723860789504,0.3299923456009481,0.1505133044250763,0.04322893636668463,0.017650587861426877,0.01082665016554392,0.006038805407808031,0.004688407328907225
0.12288098876573607,0.0614175810618863,0.07433613362125432,0.3003999993966788,1.0655017104278073,0.20463572299930433,0.04467102169252278,0.020731079292604808,0.1215087134523807,0.2746036065916617,0.17430721061004303,0.07699437678536673,0.019053025372833685,0.004309935972251188,0.003895207855377561,0.007725624142307321
0.3444548080901896,0.14061570340923515,0.04979056959161332,0.0958791028866764,0.2527870494830805,0.9333719885988078,0.1776557483209256,0.033350751467457716,0.016992131947293453,0.094778021295521,0.1887639281177801,0.09867063506676885,0.044831978118867286,0.01375396993060966,0.0021283263881727655,0.008229226776843901
0.43045152048555785,0.5068246718759334,0.24019554320868633,0.0508904845395224,0.07647968964157391,0.2242012910361928,0.8923582963073085,0.2546816825988003,0.06422263311442802,0.019672069467419586,0.05241760578657695,0.06724956526389061,0.06033405699610212,0.014923560102195747,0.010159322053280611,0.006450583364628558
0.3888850742984815,0.6240190869759411,0.5907081972383315,0.31604160129209696,0.035785345409297654,0.04424475095069844,0.1884983466411381,0.9404303218390455,0.17672351861468,0.03869871533286861,0.02440448804484344,0.023421940694274872,0.04411475627437191,0.032065686207217343,0.018473779111463626,0.0035733667500157215
0.20610072880103286,0.4114633134380154,0.5842430774424188,0.4667088351874651,0.12327823437111873,0.03458609232640527,0.07234681759666836,0.15584404075036695,0.7039822155892558,0.13740404932867042,0.042494848047131634,0.008682510331001678,0.02685048070763032,0.03083886382224046,0.010846826168308392,0.008656135979643735
0.12034823639691195,0.25248708613299264,0.3768425424729781,0.5552041490893941,0.31602883571285756,0.1057672402730916,0.03186296083685405,0.07568162603790281,0.1528345864828299,0.6294882917965821,0.1440387951272092,0.028272201076300702,0.015298788441125847,0.013318414848128811,0.011768340572619693,0.020509062950573732
0.21262867704299818,0.19685442228533667,0.3248487635768637,0.3918462051645317,0.383566027822941,0.26419601321149727,0.11213090101084297,0.05005503437668443,0.09951656994542227,0.1937075435249159,0.6492680649491119,0.1455771778140978,0.027933483142301003,0.010551455684314391,0.009238767261055273,0.02800179905854397
0.4693635805671954,0.5066220750457708,0.32984616628673524,0.4335374804303881,0.377265038892775,0.45654598761119114,0.364682564686066,0.1269292975394573,0.06862447764087364,0.1695044512380835,0.2931167828583509,0.8998035057258652,0.1844827982113806,0.06098224344310656,0.012428657558835075,0.029881715758147718
0.5489168329477861,0.525165815569806,0.34043832208182595,0.32637463254538657,0.2282015309554553,0.311219090321793,0.3990318973601688,0.3077481647407324,0.15513435085012028,0.08531486889825278,0.13419817514002982,0.27530499217714743,0.8311704742430588,0.18914420782750968,0.028141986455099636,0.00845918140614173
0.3149158067051533,0.48897272578586815,0.4405119514805001,0.22442144535030292,0.15355201327781903,0.18425094284499677,0.29781999066683273,0.40759301167234985,0.3209310536400249,0.11201648148134465,0.0952495478704384,0.1252438991160048,0.18833998046274258,0.6799581829562943,0.09282442587420695,0.01776254980836942
0.19920935747222335,0.6033860303429283,0.5401277869329836,0.4066833883449471,0.08498339927610467,0.2039345350239244,0.17936619384102395,0.46489988838773455,0.3762242349567652,0.3233485357350437,0.15474936898446592,0.094730731933666,0.13408963120159137,0.20429126749589496,0.5170116534110152,0.1063479908464621
0.3867204634069908,0.529423142227536,0.829766867243272,0.6672451856083621,0.19538554979162123,0.16894861868262304,0.2041072517072019,0.3916711988873385,0.4821822414631517,0.4786578389189029,0.5173746113345756,0.22883981641281526,0.08848010760954299,0.17180750947643617,0.12344062430638707,0.43413461106703083
