year_week,work_red
2020-07,
2020-08,0.8647571428571429
2020-09,1.006342857142857
2020-10,0.9801285714285715
2020-11,0.9702999999999999
2020-12,0.36397142857142856
2020-13,0.18330000000000002
2020-14,0.15774285714285716
2020-15,0.10241428571428572
2020-16,0.15434285714285714
2020-17,0.18004285714285717
2020-18,0.19368571428571427
2020-19,0.21558571428571424
2020-20,0.23455714285714283
2020-21,0.24274285714285718
2020-22,0.2995571428571429
2020-23,0.3298285714285715
2020-24,0.3498571428571428
2020-25,0.3565999999999999
2020-26,0.34417142857142863
2020-27,0.2785285714285714
2020-28,0.3515571428571428
2020-29,0.35492857142857137
2020-30,0.33980000000000005
2020-31,0.32170000000000004
2020-32,0.30661428571428573
2020-33,0.35152857142857147
2020-34,0.36181428571428575
2020-35,0.37570000000000003
2020-36,0.37912857142857137
2020-37,0.35518571428571427
2020-38,0.44898571428571415
2020-39,0.45094285714285703
2020-40,0.47232857142857126
2020-41,0.4624285714285713
2020-42,0.41575714285714277
2020-43,0.4722142857142856
2020-44,0.4901142857142858
2020-45,0.4881285714285714
2020-46,0.43454285714285706
2020-47,0.47218571428571415
2020-48,0.4604714285714285
2020-49,0.46257142857142847
2020-50,0.4625142857142856
2020-51,0.42627142857142847
2020-52,0.14888571428571432
2020-53,0.09355714285714288
2021-01,0.3416142857142857
2021-02,0.3515285714285715
2021-03,0.3617857142857143
2021-04,0.36521428571428577
2021-05,0.37570000000000003
2021-06,0.38448571428571426
2021-07,0.3693714285714286
2021-08,0.4357142857142858
2021-09,0.3987714285714286
2021-10,0.44901428571428553
2021-11,0.4432285714285714
2021-12,0.44509999999999994
2021-13,0.2856142857142857
2021-14,0.3979857142857143
2021-15,0.40415714285714294
2021-16,0.3987714285714286
2021-17,0.40234285714285717
2021-18,0.3987714285714286
2021-19,0.40055714285714294
2021-20,0.40418571428571426
2021-21,0.3952142857142857
2021-22,0.46248571428571417
2021-23,0.47232857142857126
2021-24,0.4682999999999998
2021-25,0.4054714285714286
