X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.6177974809106668,0.15750393081083036,0.07651712959208032,0.15273771107325268,0.1803317526489739,0.3868157162915247,0.32379970276860565,0.28074978982318266,0.3218715237551354,0.301928837442128,0.2841947144717086,0.2863947823762971,0.21958751624938802,0.22896596909137934,0.2348754037657415,0.11416091884558573
0.40286837368137174,1.545182503680557,0.5435997534088961,0.049942684763313885,0.0733115176908513,0.14636422456835385,0.32227062968791176,0.5392274695812856,0.46169743462816604,0.07420275307752613,0.08755499227145017,0.06291908654710283,0.16993143750614353,0.16863473166720236,0.0991028465673485,0.0052346105846803334
0.07716269242335609,0.6577472768693798,2.980315448461675,0.35480476309464354,0.42726339354768067,0.2539900159056151,0.3013254963487896,0.30772091618119807,0.5914813227463843,0.3700230656905175,0.2703577805345445,0.05710232441339979,0.10741119224721023,0.21658155895129833,0.1093914322553769,0.14702517161173959
0.06285799598701104,0.2391713186016471,1.6869327820515547,4.27696456731763,0.8069694308685248,0.47712032705571816,0.2363863890533884,0.22036860070152864,0.39406077145259405,0.3850629292304102,0.16134750994313674,0.026132083683367648,0.07883939856146051,0.017563277843156616,0.047666208893347,0.03750969452229908
0.05750034707008088,0.04693219168554666,0.13028114785379574,0.9329599231615272,3.6508275882193613,1.5928726893662544,0.8741683320112608,0.4928286553915823,0.40307904318834564,0.4618519575410454,0.4721052265325229,0.2715211142358473,0.1734439314403301,0.09834030365645258,0.14950380903549418,0.08847692366606719
0.08056579059753688,0.10885468593159879,0.08430321093358138,0.6000468068290009,2.0369350736593748,2.4226483942817523,1.615492806352274,0.7653594789401,0.6775400351234466,0.6054140347680094,0.5789601582080878,0.1940126409836103,0.1510684720101157,0.03861610211506787,0.08100789070967655,0.008443905770098672
0.24910387422446487,0.0721208626651811,0.34798271722175034,0.06915226169976302,0.623523989105655,0.8907200547369674,1.4487899309412344,0.873604587252673,0.638328128306785,0.4454051037053184,0.50189694734676,0.41363995765988054,0.2651750545921092,0.12839997152807334,0.13123306415316638,0.07024140129794768
0.25188798267322776,0.18561089944413484,0.21887165193996921,0.18566566205185667,0.410906467495751,0.9870304704164543,1.3847108311085137,1.3184525142289805,1.0894948452407032,0.6317345615788904,0.5257990111235696,0.439723481183371,0.43241645309173804,0.4632127193281414,0.21853658269789208,0.11919083402908547
0.36974899523349175,0.18472629972268598,0.22326910092493849,0.12521241549308243,0.532316132327463,0.48775686378428124,0.8502613384100864,0.82026431030362,0.9440777883713851,0.6756763879302996,0.5660998793547796,0.2863384286068602,0.34077767663256964,0.1994182940098971,0.25325239104016556,0.04754681152702215
0.09791696524003403,0.1349263873938218,0.1493781645669556,0.16594055931968857,0.30465695341001525,0.27443494722582107,0.48086631550615966,0.5909111312767094,0.7501325630638,0.32161970546434654,0.4221815403514355,0.31348416750209257,0.22146738008639108,0.16779569278853967,0.11560262605271183,0.1298043525473452
0.0758589822142307,0.11455479365247746,0.2897361687316342,0.16790554673488112,0.2939432675707321,0.5875246304264151,0.5106737400550299,0.6285954093276584,0.585633316527378,0.3411218712127347,0.3694512563357926,0.5729929172702906,0.47218120914999706,0.20452993482072682,0.23871833292392175,0.11192253535314312
0.1919133323962328,0.17033864161952417,0.16624528735228544,0.14147027847028504,0.18689000745117346,0.7239376209493912,0.6399797002087589,0.7053396626264631,0.7197177507143655,0.5688077708305453,0.7681663708200493,0.7632365668452293,0.7531138329851826,0.3303790555914636,0.34031344428202703,0.12108390051232865
0.09810383733008465,0.11119369319434226,0.11801745683009258,0.22691509936556212,0.42219135771727234,0.5962928607377379,0.5813982973502397,0.7002892908423152,0.7804923189899746,0.6586358552386663,0.5265961595549573,0.7762736648421461,0.6748960817872931,0.680042075343972,0.5075455480410722,0.30343133429808805
0.05911390712027316,0.09056371207576455,7.893820997950705e-26,0.01368426084038525,0.22695267573280836,0.466793226027147,0.7179267045589606,0.7479602512759685,0.6819146035824374,0.5965944167521385,0.6696485812636079,0.5119805192336017,0.6388097592509028,0.6755906236982137,0.30610896175528257,0.21911587934868576
0.02707336743728536,0.04163750441982331,0.0413833460636451,0.10923710762915421,0.00027004809964517444,0.3229867810861976,0.3099875343530426,0.25104526484354056,0.4699649420478274,0.3895944774903879,0.34413773570616024,0.39515193259338405,1.0809695053654804,1.2799526557811105,0.2504791366992653,0.08853881466622561
1.1038288455384457e-11,7.383777318118532e-06,4.647396050634029e-24,0.11678770132381086,0.08168516228909596,0.00016566675194553657,1.4568734224121077e-12,0.14888593618572873,0.28765237893097595,0.9430510079553193,0.5044648751132529,0.5064915581953569,0.14933704539325002,1.6079924804298922,0.4907415433622395,4.5194849344354833e-07
