year_week,work_red
2020-07,0.8417
2020-08,0.79165
2020-09,1.12075
2020-10,1.0975214285714288
2020-11,0.9923285714285714
2020-12,0.3780857142857143
2020-13,0.15040714285714288
2020-14,0.12678571428571433
2020-15,0.11294285714285714
2020-16,0.09985
2020-17,0.11982142857142856
2020-18,0.1798357142857143
2020-19,0.34406428571428577
2020-20,0.4730785714285714
2020-21,0.52765
2020-27,0.6554166666666666
2020-28,0.5208785714285714
2020-29,0.5151642857142856
2020-30,0.5277
2020-31,0.5033000000000001
2020-32,0.48645714285714287
2020-33,0.49847142857142845
2020-34,0.5062928571428571
2020-35,0.5227857142857143
2020-36,0.5582785714285714
2020-37,0.5865357142857143
2020-38,0.6300642857142859
2020-39,0.6360214285714285
2020-40,0.68145
2020-41,0.7063714285714283
2020-42,0.7054571428571429
2020-43,0.7255642857142858
2020-44,0.7136357142857143
2020-45,0.6774285714285714
2020-46,0.5373071428571429
2020-47,0.5761214285714286
2020-48,0.5474785714285714
2020-49,0.4472214285714285
2020-50,0.4471214285714286
2020-51,0.43914285714285717
2020-52,0.5235142857142857
2020-53,0.3667928571428571
2021-01,0.32784285714285716
2021-02,0.5096
2021-03,0.5851357142857143
2021-04,0.6122714285714286
2021-05,0.6367642857142857
2021-06,0.6200928571428571
2021-07,0.5074357142857143
2021-08,0.6550928571428573
2021-09,0.6244071428571428
2021-10,0.5717928571428571
2021-11,0.5095357142857143
2021-12,0.5504785714285714
2021-13,0.5785357142857143
2021-14,0.6332285714285716
2021-15,0.6392214285714287
2021-16,0.7343714285714286
2021-17,0.5018071428571428
2021-18,0.4849785714285714
2021-19,0.7540357142857143
2021-20,0.7804357142857141
2021-21,0.8181214285714284
2021-22,0.8264928571428571
2021-23,0.8186071428571425
2021-24,0.7465
2021-25,0.6724928571428571
