year_week,oth_red
2020-07,1.0832875
2020-08,1.1252910714285715
2020-09,1.1538892857142857
2020-10,1.1857000000000002
2020-11,0.9422160714285714
2020-12,0.29293571428571424
2020-13,0.07063035714285713
2020-14,0.07398392857142856
2020-15,0.08757142857142855
2020-16,0.10629464285714287
2020-17,0.10058749999999997
2020-18,0.16531785714285716
2020-19,0.3272839285714286
2020-20,0.5252928571428571
2020-21,0.648925
2020-27,0.6580708333333333
2020-28,0.6496589285714286
2020-29,0.6072857142857143
2020-30,0.6191625000000001
2020-31,0.6523803571428569
2020-32,0.6544982142857144
2020-33,0.7245357142857144
2020-34,0.7392160714285715
2020-35,0.7781464285714286
2020-36,0.8775964285714285
2020-37,0.8842607142857142
2020-38,0.873492857142857
2020-39,0.8613482142857142
2020-40,0.9315303571428569
2020-41,0.9763785714285714
2020-42,0.8590589285714285
2020-43,0.9005857142857142
2020-44,0.8351535714285714
2020-45,0.7695517857142857
2020-46,0.6361732142857142
2020-47,0.5580803571428572
2020-48,0.4883464285714287
2020-49,0.4013428571428571
2020-50,0.3990053571428572
2020-51,0.44569107142857145
2020-52,0.6180071428571429
2020-53,0.5767732142857142
2021-01,0.4124964285714286
2021-02,0.49318750000000006
2021-03,0.5717821428571429
2021-04,0.5801214285714286
2021-05,0.6882642857142857
2021-06,0.6082892857142858
2021-07,0.6270125000000001
2021-08,0.7510642857142857
2021-09,0.6886553571428572
2021-10,0.6413696428571428
2021-11,0.4397464285714285
2021-12,0.5535625000000001
2021-13,0.6240339285714286
2021-14,0.7550375
2021-15,0.7503017857142857
2021-16,1.0063625
2021-17,0.7891910714285715
2021-18,0.8821339285714284
2021-19,1.1544767857142857
2021-20,1.0872035714285715
2021-21,1.1743410714285714
2021-22,1.1959464285714287
2021-23,1.2239214285714286
2021-24,1.1748696428571428
2021-25,1.082330357142857
