countriesAndTerritories,geoId,countryterritoryCode,cases,deaths,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,date
France,FR,FRA,35879,328,67012883.0,Europe,940.72359191,2020-11-11
France,FR,FRA,33172,425,67012883.0,Europe,919.13819019,2020-11-12
France,FR,FRA,23794,932,67012883.0,Europe,881.20369333,2020-11-13
France,FR,FRA,32095,354,67012883.0,Europe,880.38892462,2020-11-14
France,FR,FRA,27228,302,67012883.0,Europe,847.46689678,2020-11-15
France,FR,FRA,9406,506,67012883.0,Europe,783.13299847,2020-11-16
France,FR,FRA,45522,1219,67012883.0,Europe,796.84976395,2020-11-17
France,FR,FRA,28383,425,67012883.0,Europe,778.68161559,2020-11-18
France,FR,FRA,21150,429,67012883.0,Europe,723.62354564,2020-11-19
France,FR,FRA,22882,1138,67012883.0,Europe,667.50896242,2020-11-20
France,FR,FRA,17881,253,67012883.0,Europe,564.58696158,2020-11-21
France,FR,FRA,13157,214,67012883.0,Europe,526.59128246,2020-11-22
France,FR,FRA,4452,500,67012883.0,Europe,503.15847477,2020-11-23
France,FR,FRA,9155,1005,67012883.0,Europe,483.72191359,2020-11-24
France,FR,FRA,16282,381,67012883.0,Europe,454.47828293,2020-11-25
France,FR,FRA,13563,339,67012883.0,Europe,425.21674526,2020-11-26
France,FR,FRA,12539,957,67012883.0,Europe,408.42146726,2020-11-27
France,FR,FRA,12500,213,67012883.0,Europe,379.1808211,2020-11-28
France,FR,FRA,9784,198,67012883.0,Europe,353.1500055,2020-11-29
France,FR,FRA,4005,406,67012883.0,Europe,345.09036121,2020-11-30
France,FR,FRA,8083,775,67012883.0,Europe,289.2219993,2020-12-01
France,FR,FRA,14064,310,67012883.0,Europe,267.85446613,2020-12-02
France,FR,FRA,12696,324,67012883.0,Europe,255.23898144,2020-12-03
France,FR,FRA,11221,627,67012883.0,Europe,237.83784978,2020-12-04
France,FR,FRA,12923,214,67012883.0,Europe,230.4392724,2020-12-05
France,FR,FRA,11022,174,67012883.0,Europe,227.25331784,2020-12-06
France,FR,FRA,3411,366,67012883.0,Europe,225.6998852,2020-12-07
France,FR,FRA,13713,831,67012883.0,Europe,232.50156242,2020-12-08
France,FR,FRA,14595,296,67012883.0,Europe,229.98413604,2020-12-09
France,FR,FRA,13750,292,67012883.0,Europe,230.26318686,2020-12-10
France,FR,FRA,13406,627,67012883.0,Europe,231.55696793,2020-12-11
France,FR,FRA,13947,194,67012883.0,Europe,233.71625423,2020-12-12
France,FR,FRA,11533,150,67012883.0,Europe,236.32620014,2020-12-13
