year_week,oth_red
2020-07,1.1183625
2020-08,1.0122392857142857
2020-09,0.9708107142857142
2020-10,0.9317392857142857
2020-11,0.7931178571428571
2020-12,0.09076785714285716
2020-13,0.026146428571428588
2020-14,0.02369642857142858
2020-15,0.03268214285714287
2020-16,0.03436785714285714
2020-17,0.04569642857142856
2020-18,0.05091071428571429
2020-19,0.0733607142857143
2020-20,0.24958928571428568
2020-21,0.2883071428571428
2020-22,0.3662107142857143
2020-23,0.4570464285714287
2020-24,0.5155892857142857
2020-25,0.6097428571428571
2020-26,0.6555535714285714
2020-27,0.7380642857142857
2020-28,0.8182607142857143
2020-29,0.7813214285714285
2020-30,0.8014999999999999
2020-31,0.8054214285714286
2020-32,0.8228357142857142
2020-33,0.7676285714285714
2020-34,0.7736821428571429
2020-35,0.7600571428571428
2020-36,0.823642857142857
2020-37,0.8408392857142857
2020-38,0.7811250000000001
2020-39,0.7067428571428572
2020-40,0.7070964285714286
2020-41,0.7145535714285715
2020-42,0.7095392857142857
2020-43,0.641325
2020-44,0.4920071428571429
2020-45,0.23044642857142858
2020-46,0.21716071428571423
2020-47,0.24982857142857146
2020-48,0.318975
2020-49,0.4558607142857142
2020-50,0.455
2020-51,0.5413892857142858
2020-52,0.41750000000000004
2020-53,0.361125
2021-01,0.4019321428571429
2021-02,0.36355714285714286
2021-03,0.36692857142857144
