year_week,work_red
2020-07,
2020-08,1.0114857142857143
2020-09,0.7620142857142856
2020-10,0.7561714285714286
2020-11,0.3420285714285714
2020-12,0.14688571428571429
2020-13,0.08845714285714289
2020-14,0.09348571428571431
2020-15,0.10707142857142853
2020-16,0.11567142857142858
2020-17,0.15661428571428576
2020-18,0.11284285714285715
2020-19,0.2993857142857143
2020-20,0.3347571428571429
2020-21,0.40415714285714294
2020-22,0.4393999999999999
2020-23,0.3863142857142856
2020-24,0.4880142857142856
2020-25,0.5183999999999999
2020-26,0.5184285714285713
2020-27,0.5350857142857143
2020-28,0.5392285714285714
2020-29,0.5518571428571429
2020-30,0.5477142857142857
2020-31,0.5308857142857141
2020-32,0.4585714285714286
2020-33,0.25221428571428567
2020-34,0.2530571428571428
2020-35,0.4171428571428571
2020-36,0.5123571428571427
2020-37,0.5288142857142856
2020-38,0.575442857142857
2020-39,0.5777428571428571
2020-40,0.6332428571428572
2020-41,0.6631428571428574
2020-42,0.6724285714285715
2020-43,0.6608714285714287
2020-44,0.5755
2020-45,0.5146285714285713
2020-46,0.48605714285714274
2020-47,0.47221428571428564
2020-48,0.5000714285714285
2020-49,0.5246142857142856
2020-50,0.4532285714285714
2020-51,0.5797857142857142
2020-52,0.2651571428571428
2020-53,0.15691428571428573
2021-01,0.3846714285714286
2021-02,0.5333285714285715
2021-03,0.5000714285714285
2021-04,0.5308571428571428
2021-05,0.5646571428571429
2021-06,0.5820285714285715
2021-07,0.5670142857142857
2021-08,0.6061857142857142
2021-09,0.5755
2021-10,0.5329285714285713
2021-11,0.4761285714285713
2021-12,0.4880142857142856
2021-13,0.4616428571428572
2021-14,0.46704285714285715
2021-15,0.6106714285714288
2021-16,0.6423
2021-17,0.665414285714286
2021-18,0.7008285714285714
2021-19,0.7032142857142857
2021-20,0.7420714285714285
2021-21,0.7644857142857143
2021-22,0.6413857142857143
2021-23,0.7010857142857143
2021-24,0.6331857142857145
2021-25,0.6106714285714288
